REDE;NR_LATITUDE_LOJA;NR_LONGITUDE_LOJA;ID_LOJA_LEGADO;TIPO_LOJA;FL_ANALISE_MADURAS
RAIA;-22,904571900000001;-43,288652499999998;10133;CONCORRENTES;0
RAIA;-22,9261080507769;-43,17676466642228;10134;CONCORRENTES;0
RAIA;-22,930952999999999;-43,176195100000001;10135;CONCORRENTES;0
RAIA;-22,853748100000001;-43,350336599999999;10136;CONCORRENTES;0
RAIA;-22,903714799999999;-43,5568083;10137;CONCORRENTES;0
RAIA;-22,9693504;-43,186522699999998;10138;CONCORRENTES;0
RAIA;-22,879435600000001;-43,462580299999999;10139;CONCORRENTES;0
RAIA;-22,9254587;-43,232824099999988;10140;CONCORRENTES;0
RAIA;-22,9634441;-43,171878199999988;10141;CONCORRENTES;0
RAIA;-22,920924899999999;-43,218781700000001;10142;CONCORRENTES;0
RAIA;-22,964827400000001;-43,217588399999997;10143;CONCORRENTES;0
RAIA;-22,887870100000001;-43,284515399999997;10144;CONCORRENTES;0
RAIA;-22,887026899999999;-43,364290799999999;10145;CONCORRENTES;0
RAIA;-22,93807;-43,177497299999999;10146;CONCORRENTES;0
RAIA;-22,974977899999999;-43,227606199999997;10147;CONCORRENTES;0
RAIA;-22,920697799999999;-43,244779899999997;10148;CONCORRENTES;0
RAIA;-22,9633973;-43,175946000000003;10149;CONCORRENTES;0
RAIA;-22,9489199;-43,183985900000003;10150;CONCORRENTES;0
RAIA;-22,9559295;-43,192257400000003;10151;CONCORRENTES;0
RAIA;-22,806001599999998;-43,209418700000001;10152;CONCORRENTES;0
RAIA;-22,914930200000001;-43,186808599999999;10153;CONCORRENTES;0
RAIA;-22,9228147;-43,232193000000002;10154;CONCORRENTES;0
RAIA;-22,935232500000001;-43,174862300000001;10155;CONCORRENTES;0
RAIA;-22,9000713;-43,281203599999998;10156;CONCORRENTES;0
RAIA;-22,9809731;-43,190851899999998;10157;CONCORRENTES;0
RAIA;-22,8083092;-43,183445300000002;10158;CONCORRENTES;0
RAIA;-22,940472499999998;-43,338461500000001;10159;CONCORRENTES;0
RAIA;-22,9841993;-43,201108699999999;10160;CONCORRENTES;0
RAIA;-22,984551100000001;-43,195334199999998;10161;CONCORRENTES;0
RAIA;-22,983498600000001;-43,212603199999997;10162;CONCORRENTES;0
RAIA;-22,956350400000002;-43,197622500000001;10163;CONCORRENTES;0
RAIA;-22,953430999999998;-43,190400199999999;10164;CONCORRENTES;0
RAIA;-22,824312899999999;-43,007212699999997;10165;CONCORRENTES;0
RAIA;-22,8240722;-43,020341100000003;10166;CONCORRENTES;0
RAIA;-22,821794799999999;-43,041427300000002;10167;CONCORRENTES;0
RAIA;-22,7751117;-43,380684100000003;10168;CONCORRENTES;0
RAIA;-22,803359400000002;-43,367604200000002;10169;CONCORRENTES;0
RAIA;-22,8067077;-42,140857599999997;10170;CONCORRENTES;0
RAIA;-22,895515;-42,4714229;10171;CONCORRENTES;0
RAIA;-22,4112455;-42,965561200000003;10172;CONCORRENTES;0
RAIA;-22,4161;-42,972253199999997;10173;CONCORRENTES;0
RAIA;-22,421612799999998;-42,976677199999997;10174;CONCORRENTES;0
RAIA;-22,4371376;-42,978843099999999;10175;CONCORRENTES;0
RAIA;-22,115548199999999;-43,207450199999997;10176;CONCORRENTES;0
RAIA;-22,2402412;-43,694443800000002;10177;CONCORRENTES;0
RAIA;-22,512909499999999;-44,092337099999988;10178;CONCORRENTES;0
RAIA;-22,504011999999999;-44,091862399999997;10179;CONCORRENTES;0
RAIA;-22,499645300000001;-44,108899100000002;10180;CONCORRENTES;0
RAIA;-22,511306900000001;-44,084254999999999;10181;CONCORRENTES;0
RAIA;-22,519536800000001;-44,103944800000001;10182;CONCORRENTES;0
RAIA;-21,7804;-41,3254;10183;CONCORRENTES;0
RAIA;-22,723;-43,5601;10184;CONCORRENTES;0
RAIA;-22,9223;-43,2385;10185;CONCORRENTES;0
PACHECO;-22,7741;-43,3987;10186;CONCORRENTES;0
PACHECO;-23,0003241;-44,300606199999997;10187;CONCORRENTES;0
PACHECO;-23,003121799999999;-44,299699599999997;10188;CONCORRENTES;0
PACHECO;-23,008482399999998;-44,318328100000002;10189;CONCORRENTES;0
PACHECO;-22,8726707;-42,335794900000003;10190;CONCORRENTES;0
PACHECO;-22,867087699999999;-42,333548;10191;CONCORRENTES;0
PACHECO;-22,876033499999998;-42,339736899999998;10192;CONCORRENTES;0
PACHECO;-22,7447166;-41,967777599999998;10193;CONCORRENTES;0
PACHECO;-22,4692811;-43,826073899999997;10194;CONCORRENTES;0
PACHECO;-22,544767100000001;-44,171451900000001;10195;CONCORRENTES;0
PACHECO;-22,540616;-44,169268000000002;10196;CONCORRENTES;0
PACHECO;-22,7117422;-43,320985100000001;10197;CONCORRENTES;0
PACHECO;-22,772704200000003;-43,396962300000006;10198;CONCORRENTES;0
PACHECO;-22,714777600000001;-43,326129899999998;10199;CONCORRENTES;0
PACHECO;-22,764271600000001;-43,400521599999998;10200;CONCORRENTES;0
PACHECO;-22,7540844;-43,484447799999998;10201;CONCORRENTES;0
PACHECO;-22,878333999999999;-42,016973;10202;CONCORRENTES;0
PACHECO;-22,879691099999999;-42,018745699999997;10203;CONCORRENTES;0
PACHECO;-22,846589699999999;-42,029919200000002;10204;CONCORRENTES;0
PACHECO;-22,880454700000001;-42,020386299999998;10205;CONCORRENTES;0
PACHECO;-22,638497099999999;-42,011113899999998;10206;CONCORRENTES;0
PACHECO;-21,750952000000002;-41,336651000000003;10207;CONCORRENTES;0
PACHECO;-21,7595806;-41,333993900000003;10208;CONCORRENTES;0
PACHECO;-21,830756399999999;-41,273417100000003;10209;CONCORRENTES;0
PACHECO;-21,748306400000001;-41,322696299999997;10210;CONCORRENTES;0
PACHECO;-21,737977099999998;-41,3140219;10211;CONCORRENTES;0
PACHECO;-21,757962500000001;-41,323023200000002;10212;CONCORRENTES;0
PACHECO;-21,756012999999999;-41,323054900000002;10213;CONCORRENTES;0
PACHECO;-21,760858800000001;-41,329996899999998;10214;CONCORRENTES;0
PACHECO;-21,763585299999999;-41,311241000000003;10215;CONCORRENTES;0
PACHECO;-21,754322500000001;-41,348736700000003;10216;CONCORRENTES;0
PACHECO;-21,762437200000001;-41,324889800000001;10217;CONCORRENTES;0
PACHECO;-21,762453099999998;-41,332558200000001;10218;CONCORRENTES;0
PACHECO;-22,8547476;-43,021610500000001;10219;CONCORRENTES;0
PACHECO;-22,638867999999999;-43,271897000000003;10220;CONCORRENTES;0
PACHECO;-22,785533000000001;-43,309752099999997;10221;CONCORRENTES;0
PACHECO;-22,787049;-43,310747800000001;10222;CONCORRENTES;0
PACHECO;-22,790527100000002;-43,306742000000007;10223;CONCORRENTES;0
PACHECO;-22,795006699999998;-43,302653900000003;10224;CONCORRENTES;0
PACHECO;-22,787467100000001;-43,313283200000001;10225;CONCORRENTES;0
PACHECO;-22,679569399999998;-43,263407299999997;10226;CONCORRENTES;0
PACHECO;-22,796311200000002;-43,318886300000003;10227;CONCORRENTES;0
PACHECO;-22,5892503;-43,304204400000003;10228;CONCORRENTES;0
PACHECO;-22,6776418;-43,247727599999997;10229;CONCORRENTES;0
PACHECO;-22,620019299999999;-43,198250999999999;10230;CONCORRENTES;0
PACHECO;-22,7740148;-43,295419299999999;10231;CONCORRENTES;0
PACHECO;-22,7894893;-43,311827599999994;10232;CONCORRENTES;0
PACHECO;-22,787331300000002;-43,311760800000002;10233;CONCORRENTES;0
PACHECO;-22,525444699999998;-42,981638400000001;10234;CONCORRENTES;0
PACHECO;-22,840556400000001;-42,223127300000009;10235;CONCORRENTES;0
PACHECO;-22,7503128;-42,860211900000003;10236;CONCORRENTES;0
PACHECO;-22,7727638;-42,922155500000002;10237;CONCORRENTES;0
PACHECO;-22,746393800000003;-42,856309199999998;10238;CONCORRENTES;0
PACHECO;-22,870350800000001;-43,778699099999997;10239;CONCORRENTES;0
PACHECO;-22,8722548;-43,774774000000001;10240;CONCORRENTES;0
PACHECO;-22,870276700000002;-43,781473900000002;10241;CONCORRENTES;0
PACHECO;-22,870150899999999;-43,779326699999999;10242;CONCORRENTES;0
PACHECO;-21,207144899999999;-41,888958700000003;10243;CONCORRENTES;0
PACHECO;-22,372724399999999;-41,778350000000003;10244;CONCORRENTES;0
PACHECO;-22,3758193;-41,777147199999987;10245;CONCORRENTES;0
PACHECO;-22,395194;-41,783873;10246;CONCORRENTES;0
PACHECO;-22,4042949;-41,8021812;10247;CONCORRENTES;0
PACHECO;-22,609535000000001;-43,178462099999997;10248;CONCORRENTES;0
PACHECO;-22,659739399999999;-43,036268499999998;10249;CONCORRENTES;0
PACHECO;-22,656191700000001;-43,039481799999997;10250;CONCORRENTES;0
PACHECO;-22,655716999999999;-43,039037999999998;10251;CONCORRENTES;0
PACHECO;-22,916295099999999;-42,816313399999991;10252;CONCORRENTES;0
PACHECO;-22,9596467;-42,979560399999997;10253;CONCORRENTES;0
PACHECO;-22,917285499999998;-42,8177387;10254;CONCORRENTES;0
PACHECO;-22,782588799999999;-43,430252700000004;10255;CONCORRENTES;0
PACHECO;-22,785327899999999;-43,430231300000003;10256;CONCORRENTES;0
PACHECO;-22,810070899999999;-43,414701600000001;10257;CONCORRENTES;0
PACHECO;-22,8078988;-43,416086299999996;10258;CONCORRENTES;0
PACHECO;-22,809196700000001;-43,4172254;10259;CONCORRENTES;0
PACHECO;-22,808852600000002;-43,416948200000007;10260;CONCORRENTES;0
PACHECO;-22,808202399999999;-43,4160957;10261;CONCORRENTES;0
PACHECO;-22,810738400000002;-43,421071599999998;10262;CONCORRENTES;0
PACHECO;-22,8816533;-43,086379600000008;10263;CONCORRENTES;0
PACHECO;-22,938584500000001;-43,026585999999988;10264;CONCORRENTES;0
PACHECO;-22,914690400000001;-43,090681699999998;10265;CONCORRENTES;0
PACHECO;-22,908000099999999;-43,066702999999997;10266;CONCORRENTES;0
PACHECO;-22,912040000000001;-43,075240000000001;10267;CONCORRENTES;0
PACHECO;-22,891692299999999;-43,123370999999999;10268;CONCORRENTES;0
PACHECO;-22,893099800000002;-43,123519199999997;10269;CONCORRENTES;0
PACHECO;-22,907437599999998;-43,05974419999999;10270;CONCORRENTES;0
PACHECO;-22,950991800000001;-43,029262199999998;10271;CONCORRENTES;0
PACHECO;-22,938504900000002;-43,060654399999997;10272;CONCORRENTES;0
PACHECO;-22,906184799999995;-43,110897799999996;10273;CONCORRENTES;0
PACHECO;-22,894443200000001;-43,119608499999998;10274;CONCORRENTES;0
PACHECO;-22,894565499999999;-43,119119100000013;10275;CONCORRENTES;0
PACHECO;-22,893957199999999;-43,122433299999997;10276;CONCORRENTES;0
PACHECO;-22,904477499999999;-43,105821200000001;10277;CONCORRENTES;0
PACHECO;-22,901738949999999;-43,12220155;10278;CONCORRENTES;0
PACHECO;-22,898829800000001;-43,105631799999998;10279;CONCORRENTES;0
PACHECO;-22,898193800000001;-43,104078199999996;10280;CONCORRENTES;0
PACHECO;-22,903408299999999;-43,112236000000003;10281;CONCORRENTES;0
PACHECO;-22,902830399999999;-43,110766699999999;10282;CONCORRENTES;0
PACHECO;-22,904128799999999;-43,109335500000007;10283;CONCORRENTES;0
PACHECO;-22,905100300000001;-43,109193400000002;10284;CONCORRENTES;0
PACHECO;-22,9074706;-43,1060722;10285;CONCORRENTES;0
PACHECO;-22,9029053;-43,114885800000003;10286;CONCORRENTES;0
PACHECO;-22,9027092;-43,114895099999991;10287;CONCORRENTES;0
PACHECO;-22,904151299999999;-43,123187199999997;10288;CONCORRENTES;0
PACHECO;-22,8967925;-43,123880000000007;10289;CONCORRENTES;0
PACHECO;-22,891144799999996;-43,122528199999998;10290;CONCORRENTES;0
PACHECO;-22,8931167;-43,122473399999997;10291;CONCORRENTES;0
PACHECO;-22,2860552;-42,531726599999999;10292;CONCORRENTES;0
PACHECO;-22,295443;-42,538918;10293;CONCORRENTES;0
PACHECO;-22,2727377;-42,526440899999997;10294;CONCORRENTES;0
PACHECO;-22,785934099999999;-43,5434433;10295;CONCORRENTES;0
PACHECO;-22,758653200000001;-43,457614;10296;CONCORRENTES;0
PACHECO;-22,758597600000002;-43,4511234;10297;CONCORRENTES;0
PACHECO;-22,7581396;-43,452288899999999;10298;CONCORRENTES;0
PACHECO;-22,759805499999999;-43,448216100000003;10299;CONCORRENTES;0
PACHECO;-22,753267900000001;-43,454209600000013;10300;CONCORRENTES;0
PACHECO;-22,760242000000002;-43,449836699999999;10301;CONCORRENTES;0
PACHECO;-22,842403099999999;-43,608496500000001;10302;CONCORRENTES;0
PACHECO;-22,758763699999999;-43,450411199999998;10303;CONCORRENTES;0
PACHECO;-22,707091800000001;-43,429133700000001;10304;CONCORRENTES;0
PACHECO;-22,719163600000002;-43,524053700000003;10305;CONCORRENTES;0
PACHECO;-22,757186600000001;-43,452547000000003;10306;CONCORRENTES;0
PACHECO;-22,760368;-43,453712599999996;10307;CONCORRENTES;0
PACHECO;-22,7607949;-43,450491;10308;CONCORRENTES;0
PACHECO;-22,760884300000001;-43,447418699999993;10309;CONCORRENTES;0
PACHECO;-22,743709899999999;-43,486784999999998;10310;CONCORRENTES;0
PACHECO;-23,220737400000001;-44,722732499999999;10311;CONCORRENTES;0
PACHECO;-22,401039300000001;-43,134395499999997;10312;CONCORRENTES;0
PACHECO;-22,525995300000002;-43,1930458;10313;CONCORRENTES;0
PACHECO;-22,509108300000001;-43,1727864;10314;CONCORRENTES;0
PACHECO;-22,507272799999999;-43,191835400000002;10315;CONCORRENTES;0
PACHECO;-22,5090748;-43,169891499999999;10316;CONCORRENTES;0
PACHECO;-22,712644900000001;-43,576687499999998;10317;CONCORRENTES;0
PACHECO;-22,7155953;-43,556940700000006;10318;CONCORRENTES;0
PACHECO;-22,4638545;-44,448377699999988;10319;CONCORRENTES;0
PACHECO;-22,470093200000001;-44,460997399999997;10320;CONCORRENTES;0
PACHECO;-22,4670101;-44,453354699999998;10321;CONCORRENTES;0
PACHECO;-22,710522600000001;-42,623091199999998;10322;CONCORRENTES;0
PACHECO;-22,534479099999999;-41,963178999999997;10323;CONCORRENTES;0
PACHECO;-22,524281999999999;-41,940014499999997;10324;CONCORRENTES;0
PACHECO;-22,508079800000001;-41,927548600000001;10325;CONCORRENTES;0
PACHECO;-22,525707700000002;-41,942340600000001;10326;CONCORRENTES;0
PACHECO;-22,861888100000002;-43,4896034;10327;CONCORRENTES;0
PACHECO;-23,020120299999999;-43,483853699999997;10328;CONCORRENTES;0
PACHECO;-22,876680700000001;-43,343292900000002;10329;CONCORRENTES;0
PACHECO;-22,966282499999998;-43,180378599999997;10330;CONCORRENTES;0
PACHECO;-23,007560999999999;-43,307855499999995;10331;CONCORRENTES;0
PACHECO;-22,986026500000001;-43,227454999999999;10332;CONCORRENTES;0
PACHECO;-22,984065300000001;-43,219024999999988;10333;CONCORRENTES;0
PACHECO;-22,9836372;-43,219629900000008;10334;CONCORRENTES;0
PACHECO;-22,983799000000001;-43,220972000000003;10335;CONCORRENTES;0
PACHECO;-22,984839099999999;-43,225026100000001;10336;CONCORRENTES;0
PACHECO;-22,984078700000001;-43,223013399999999;10337;CONCORRENTES;0
PACHECO;-22,841094099999999;-43,368878600000002;10338;CONCORRENTES;0
PACHECO;-22,835365400000001;-43,2813619;10339;CONCORRENTES;0
PACHECO;-22,8397282;-43,311601199999998;10340;CONCORRENTES;0
PACHECO;-22,838862899999999;-43,295812300000001;10341;CONCORRENTES;0
PACHECO;-22,917113700000002;-43,632770099999988;10342;CONCORRENTES;0
PACHECO;-22,909473800000001;-43,580762700000001;10343;CONCORRENTES;0
PACHECO;-22,876951999999999;-43,465097700000001;10344;CONCORRENTES;0
PACHECO;-22,878471000000001;-43,464877199999997;10345;CONCORRENTES;0
PACHECO;-22,875973699999999;-43,464809099999997;10346;CONCORRENTES;0
PACHECO;-23,0006032;-43,354113399999996;10347;CONCORRENTES;0
PACHECO;-23,006364699999995;-43,432200899999998;10348;CONCORRENTES;0
PACHECO;-23,009201900000004;-43,444097599999999;10349;CONCORRENTES;0
PACHECO;-23,008240499999999;-43,444870199999997;10350;CONCORRENTES;0
PACHECO;-23,013232200000001;-43,459748699999999;10351;CONCORRENTES;0
PACHECO;-23,013252099999999;-43,464354999999991;10352;CONCORRENTES;0
PACHECO;-23,000051299999999;-43,333200400000003;10353;CONCORRENTES;0
PACHECO;-23,020289699999996;-43,487104100000003;10354;CONCORRENTES;0
PACHECO;-22,997658300000001;-43,358126800000001;10355;CONCORRENTES;0
PACHECO;-22,999923200000001;-43,3396081;10356;CONCORRENTES;0
PACHECO;-23,000749800000001;-43,383577500000001;10357;CONCORRENTES;0
PACHECO;-22,999558799999999;-43,404375299999998;10358;CONCORRENTES;0
PACHECO;-22,8788223;-43,429042399999993;10359;CONCORRENTES;0
PACHECO;-22,8862019;-43,282823200000003;10360;CONCORRENTES;0
PACHECO;-22,887300499999998;-43,285632199999988;10361;CONCORRENTES;0
PACHECO;-22,885276699999999;-43,298605599999988;10362;CONCORRENTES;0
PACHECO;-22,972783000000003;-43,392083499999991;10363;CONCORRENTES;0
PACHECO;-22,9443254;-43,367979299999988;10364;CONCORRENTES;0
PACHECO;-23,257733900000002;-43,343733;10365;CONCORRENTES;0
PACHECO;-22,920894100000002;-43,360437999999988;10366;CONCORRENTES;0
PACHECO;-22,989067299999999;-43,3615292;10367;CONCORRENTES;0
PACHECO;-22,881093199999999;-43,293871899999999;10368;CONCORRENTES;0
PACHECO;-22,9215315;-43,235431400000003;10369;CONCORRENTES;0
PACHECO;-22,8832874;-43,407937400000009;10370;CONCORRENTES;0
PACHECO;-23,001514700000001;-43,350558700000001;10371;CONCORRENTES;0
