REDE;NR_LATITUDE_LOJA;NR_LONGITUDE_LOJA;ID_LOJA_LEGADO;TIPO_LOJA;FL_ANALISE_MADURAS;ENDERECO;CHAVE_UNICA
PACHECO;-22,1153756;-43,210536900000001;10203;CONCORRENTES;0;RUA BARÃO DO RIO BRANCO, 294;PACHECO_-22,1153756_-43,210536900000001_RUA BARÃO DO RIO BRANCO, 294
PACHECO;-22,2443548;-43,701894699999997;10204;CONCORRENTES;0;AVENIDA NILO PECANHA, 166;PACHECO_-22,2443548_-43,701894699999997_AVENIDA NILO PECANHA, 166
PACHECO;-22,2727377;-42,526440899999997;10205;CONCORRENTES;0;PRAÇA PRESIDENTE GETULIO VARGAS, 70;PACHECO_-22,2727377_-42,526440899999997_PRAÇA PRESIDENTE GETULIO VARGAS, 70
PACHECO;-22,2860552;-42,531726599999999;10206;CONCORRENTES;0;AVENIDA ALBERTO BRAUNE, 144;PACHECO_-22,2860552_-42,531726599999999_AVENIDA ALBERTO BRAUNE, 144
PACHECO;-22,372724399999999;-41,778350000000003;10207;CONCORRENTES;0;AVENIDA RUI BARBOSA, 296;PACHECO_-22,372724399999999_-41,778350000000003_AVENIDA RUI BARBOSA, 296
PACHECO;-22,3758193;-41,777147199999987;10208;CONCORRENTES;0;AVENIDA RUI BARBOSA, 653;PACHECO_-22,3758193_-41,777147199999987_AVENIDA RUI BARBOSA, 653
PACHECO;-22,395194;-41,783873;10209;CONCORRENTES;0;RUA BENTO PESSANHA, 800;PACHECO_-22,395194_-41,783873_RUA BENTO PESSANHA, 800
PACHECO;-22,401039300000001;-43,134395499999997;10210;CONCORRENTES;0;ESTRADA UNIÃO E INDÚSTRIA, 10152;PACHECO_-22,401039300000001_-43,134395499999997_ESTRADA UNIÃO E INDÚSTRIA, 10152
PACHECO;-22,4042949;-41,8021812;10211;CONCORRENTES;0;RUA MARIA FRANCISCA BORGES REGO REID, S/N;PACHECO_-22,4042949_-41,8021812_RUA MARIA FRANCISCA BORGES REGO REID, S/N
PACHECO;-22,4106731;-42,967679799999999;10212;CONCORRENTES;0;RUA FRANCISCO SÁ, 218;PACHECO_-22,4106731_-42,967679799999999_RUA FRANCISCO SÁ, 218
PACHECO;-22,412189099999999;-42,966742600000003;10213;CONCORRENTES;0;AVENIDA DELFIM MOREIRA, 435;PACHECO_-22,412189099999999_-42,966742600000003_AVENIDA DELFIM MOREIRA, 435
PACHECO;-22,418978200000002;-42,974413200000001;10214;CONCORRENTES;0;AVENIDA FELICIANO SODRÉ, 575;PACHECO_-22,418978200000002_-42,974413200000001_AVENIDA FELICIANO SODRÉ, 575
PACHECO;-22,4630793;-44,449466200000003;10215;CONCORRENTES;0;RUA DO PRADO, 282;PACHECO_-22,4630793_-44,449466200000003_RUA DO PRADO, 282
PACHECO;-22,4638545;-44,448377699999988;10216;CONCORRENTES;0;AVENIDA ALBINO DE ALMEIDA, 251;PACHECO_-22,4638545_-44,448377699999988_AVENIDA ALBINO DE ALMEIDA, 251
PACHECO;-22,4670101;-44,453354699999998;10217;CONCORRENTES;0;RUA JOÃO FERREIRA PINTO, 194;PACHECO_-22,4670101_-44,453354699999998_RUA JOÃO FERREIRA PINTO, 194
PACHECO;-22,4692811;-43,826073899999997;10218;CONCORRENTES;0;RUA GOVERNADOR PORTELA, 96;PACHECO_-22,4692811_-43,826073899999997_RUA GOVERNADOR PORTELA, 96
PACHECO;-22,470093200000001;-44,460997399999997;10219;CONCORRENTES;0;AVENIDA TENENTE-CORONEL ADALBERTO MENDES, 328;PACHECO_-22,470093200000001_-44,460997399999997_AVENIDA TENENTE-CORONEL ADALBERTO MENDES, 328
PACHECO;-22,497635500000001;-44,105678699999999;10220;CONCORRENTES;0;AVENIDA SÁVIO COTA DE ALMEIDA GAMA, 1703;PACHECO_-22,497635500000001_-44,105678699999999_AVENIDA SÁVIO COTA DE ALMEIDA GAMA, 1703
PACHECO;-22,505053100000001;-44,092249099999997;10221;CONCORRENTES;0;AVENIDA PAULO DE FRONTIN, 769;PACHECO_-22,505053100000001_-44,092249099999997_AVENIDA PAULO DE FRONTIN, 769
PACHECO;-22,507272799999999;-43,191835400000002;10222;CONCORRENTES;0;RUA PAULINO AFONSO, 372;PACHECO_-22,507272799999999_-43,191835400000002_RUA PAULINO AFONSO, 372
PACHECO;-22,508079800000001;-41,927548600000001;10223;CONCORRENTES;0;AVENIDA JANE MARIA MARTINS FIGUEIRA, s/n;PACHECO_-22,508079800000001_-41,927548600000001_AVENIDA JANE MARIA MARTINS FIGUEIRA, s/n
PACHECO;-22,5090748;-43,169891499999999;10224;CONCORRENTES;0;RUA PAULO BARBOSA, 326;PACHECO_-22,5090748_-43,169891499999999_RUA PAULO BARBOSA, 326
PACHECO;-22,509108300000001;-43,1727864;10225;CONCORRENTES;0;RUA DO IMPERADOR, 271;PACHECO_-22,509108300000001_-43,1727864_RUA DO IMPERADOR, 271
PACHECO;-22,509988499999999;-44,094160299999999;10226;CONCORRENTES;0;AVENIDA PAULO DE FRONTIN, 219;PACHECO_-22,509988499999999_-44,094160299999999_AVENIDA PAULO DE FRONTIN, 219
PACHECO;-22,5215538;-44,102770900000003;10227;CONCORRENTES;0;RUA ALBERTO PASQUALINE, 125;PACHECO_-22,5215538_-44,102770900000003_RUA ALBERTO PASQUALINE, 125
PACHECO;-22,5235156;-44,115155100000003;10228;CONCORRENTES;0;RODOVIA BR  - RUA CARLOS CHAGAS, 413;PACHECO_-22,5235156_-44,115155100000003_RODOVIA BR  - RUA CARLOS CHAGAS, 413
PACHECO;-22,524281999999999;-41,940014499999997;10229;CONCORRENTES;0;AV GOVERNADOR AMARAL PEIXOTO, 5155;PACHECO_-22,524281999999999_-41,940014499999997_AV GOVERNADOR AMARAL PEIXOTO, 5155
PACHECO;-22,525444699999998;-42,981638400000001;10230;CONCORRENTES;0;AVENIDA DEDO DE DEUS, 511;PACHECO_-22,525444699999998_-42,981638400000001_AVENIDA DEDO DE DEUS, 511
PACHECO;-22,525707700000002;-41,942340600000001;10231;CONCORRENTES;0;ROD AMARAL PEIXOTO, 4879;PACHECO_-22,525707700000002_-41,942340600000001_ROD AMARAL PEIXOTO, 4879
PACHECO;-22,525995300000002;-43,1930458;10232;CONCORRENTES;0;RUA CORONEL VEIGA, 771;PACHECO_-22,525995300000002_-43,1930458_RUA CORONEL VEIGA, 771
PACHECO;-22,534479099999999;-41,963178999999997;10233;CONCORRENTES;0;ALAMEDA DESEMBARGADOR ELLIS HERMIDYO FIGUEIRA, S/N;PACHECO_-22,534479099999999_-41,963178999999997_ALAMEDA DESEMBARGADOR ELLIS HERMIDYO FIGUEIRA, S/N
PACHECO;-22,540616;-44,169268000000002;10234;CONCORRENTES;0;RUA ABDO FELIPE, 330;PACHECO_-22,540616_-44,169268000000002_RUA ABDO FELIPE, 330
PACHECO;-22,544767100000001;-44,171451900000001;10235;CONCORRENTES;0;AVENIDA JOAQUIM LEITE, 408;PACHECO_-22,544767100000001_-44,171451900000001_AVENIDA JOAQUIM LEITE, 408
PACHECO;-22,5892503;-43,304204400000003;10236;CONCORRENTES;0;PC DA MANTIQUEIRA, 18;PACHECO_-22,5892503_-43,304204400000003_PC DA MANTIQUEIRA, 18
PACHECO;-22,609535000000001;-43,178462099999997;10237;CONCORRENTES;0;AVENIDA SANTOS DUMONT, 213;PACHECO_-22,609535000000001_-43,178462099999997_AVENIDA SANTOS DUMONT, 213
PACHECO;-22,620019299999999;-43,198250999999999;10238;CONCORRENTES;0;RUA ANGÉLICA FACINE, 20;PACHECO_-22,620019299999999_-43,198250999999999_RUA ANGÉLICA FACINE, 20
PACHECO;-22,638497099999999;-42,011113899999998;10239;CONCORRENTES;0;RUA DOS TATUS, 51;PACHECO_-22,638497099999999_-42,011113899999998_RUA DOS TATUS, 51
PACHECO;-22,638867999999999;-43,271897000000003;10240;CONCORRENTES;0;AVENIDA AUTOMÓVEL CLUBE, 48;PACHECO_-22,638867999999999_-43,271897000000003_AVENIDA AUTOMÓVEL CLUBE, 48
PACHECO;-22,655716999999999;-43,039037999999998;10241;CONCORRENTES;0;RUA DOUTOR SIQUEIRA, 385;PACHECO_-22,655716999999999_-43,039037999999998_RUA DOUTOR SIQUEIRA, 385
PACHECO;-22,656191700000001;-43,039481799999997;10242;CONCORRENTES;0;R DR. SIQUEIRA, 349;PACHECO_-22,656191700000001_-43,039481799999997_R DR. SIQUEIRA, 349
PACHECO;-22,659739399999999;-43,036268499999998;10243;CONCORRENTES;0;AVENIDA SIMÃO DA MOTA, S/N;PACHECO_-22,659739399999999_-43,036268499999998_AVENIDA SIMÃO DA MOTA, S/N
PACHECO;-22,6776418;-43,247727599999997;10244;CONCORRENTES;0;PRAÇA VIEIRA NETO, S/N;PACHECO_-22,6776418_-43,247727599999997_PRAÇA VIEIRA NETO, S/N
PACHECO;-22,679569399999998;-43,263407299999997;10245;CONCORRENTES;0;ESTRADA ROSÁRIO, S/N;PACHECO_-22,679569399999998_-43,263407299999997_ESTRADA ROSÁRIO, S/N
PACHECO;-22,707091800000001;-43,429133700000001;10246;CONCORRENTES;0;R MARLI CARVALHO PEREIRA, 360;PACHECO_-22,707091800000001_-43,429133700000001_R MARLI CARVALHO PEREIRA, 360
PACHECO;-22,710522600000001;-42,623091199999998;10247;CONCORRENTES;0;RUA XV DE NOVEMBRO, 97;PACHECO_-22,710522600000001_-42,623091199999998_RUA XV DE NOVEMBRO, 97
PACHECO;-22,7117422;-43,320985100000001;10248;CONCORRENTES;0;AVENIDA JOAQUIM DA COSTA LIMA, 14917;PACHECO_-22,7117422_-43,320985100000001_AVENIDA JOAQUIM DA COSTA LIMA, 14917
PACHECO;-22,712644900000001;-43,576687499999998;10249;CONCORRENTES;0;AVENIDA IRMÃOS GUINLE, 1105;PACHECO_-22,712644900000001_-43,576687499999998_AVENIDA IRMÃOS GUINLE, 1105
PACHECO;-22,714777600000001;-43,326129899999998;10250;CONCORRENTES;0;ESTRADA MANOEL DE SÁ, 157;PACHECO_-22,714777600000001_-43,326129899999998_ESTRADA MANOEL DE SÁ, 157
PACHECO;-22,7155953;-43,556940700000006;10251;CONCORRENTES;0;RUA ELOI TEIXEIRA, 165;PACHECO_-22,7155953_-43,556940700000006_RUA ELOI TEIXEIRA, 165
PACHECO;-22,719163600000002;-43,524053700000003;10252;CONCORRENTES;0;RUA CORONEL MONTEIRO DE BARROS, 158;PACHECO_-22,719163600000002_-43,524053700000003_RUA CORONEL MONTEIRO DE BARROS, 158
PACHECO;-22,743709899999999;-43,486784999999998;10253;CONCORRENTES;0;RUA TOMÁS FONSECA, 100;PACHECO_-22,743709899999999_-43,486784999999998_RUA TOMÁS FONSECA, 100
PACHECO;-22,7442706;-43,702931199999988;10254;CONCORRENTES;0;AVENIDA MINISTRO FERNANDO COSTA, 577;PACHECO_-22,7442706_-43,702931199999988_AVENIDA MINISTRO FERNANDO COSTA, 577
PACHECO;-22,7447166;-41,967777599999998;10255;CONCORRENTES;0;AV JOSE BENTO RIBEIRO DANTAS, 10274;PACHECO_-22,7447166_-41,967777599999998_AV JOSE BENTO RIBEIRO DANTAS, 10274
PACHECO;-22,746393800000003;-42,856309199999998;10256;CONCORRENTES;0;AVENIDA VINTE E DOIS DE MAIO, S/N;PACHECO_-22,746393800000003_-42,856309199999998_AVENIDA VINTE E DOIS DE MAIO, S/N
PACHECO;-22,7503128;-42,860211900000003;10257;CONCORRENTES;0;AVENIDA  DE MAIO, 5550;PACHECO_-22,7503128_-42,860211900000003_AVENIDA  DE MAIO, 5550
PACHECO;-22,753267900000001;-43,454209600000013;10258;CONCORRENTES;0;AVENIDA GOVERNADOR ROBERTO SILVEIRA, 540;PACHECO_-22,753267900000001_-43,454209600000013_AVENIDA GOVERNADOR ROBERTO SILVEIRA, 540
PACHECO;-22,7540844;-43,484447799999998;10259;CONCORRENTES;0;RUA JOÃO FERNANDES NETO, 1397;PACHECO_-22,7540844_-43,484447799999998_RUA JOÃO FERNANDES NETO, 1397
PACHECO;-22,757186600000001;-43,452547000000003;10260;CONCORRENTES;0;RUA DOM WALMOR, S/N;PACHECO_-22,757186600000001_-43,452547000000003_RUA DOM WALMOR, S/N
PACHECO;-22,7581396;-43,452288899999999;10261;CONCORRENTES;0;AVENIDA GOVERNADOR AMARAL PEIXOTO, 514;PACHECO_-22,7581396_-43,452288899999999_AVENIDA GOVERNADOR AMARAL PEIXOTO, 514
PACHECO;-22,758597600000002;-43,4511234;10262;CONCORRENTES;0;AVENIDA GOVERNADOR AMARAL PEIXOTO, 386;PACHECO_-22,758597600000002_-43,4511234_AVENIDA GOVERNADOR AMARAL PEIXOTO, 386
PACHECO;-22,758653200000001;-43,457614;10263;CONCORRENTES;0;AVENIDA DOUTOR MÁRIO GUIMARÃES, 606;PACHECO_-22,758653200000001_-43,457614_AVENIDA DOUTOR MÁRIO GUIMARÃES, 606
PACHECO;-22,758763699999999;-43,450411199999998;10264;CONCORRENTES;0;R DR OTAVIO TARQUINO, 150;PACHECO_-22,758763699999999_-43,450411199999998_R DR OTAVIO TARQUINO, 150
PACHECO;-22,759805499999999;-43,448216100000003;10265;CONCORRENTES;0;AVENIDA GOVERNADOR AMARAL PEIXOTO, 64;PACHECO_-22,759805499999999_-43,448216100000003_AVENIDA GOVERNADOR AMARAL PEIXOTO, 64
PACHECO;-22,760242000000002;-43,449836699999999;10266;CONCORRENTES;0;AVENIDA MARECHAL FLORIANO PEIXOTO, 1954;PACHECO_-22,760242000000002_-43,449836699999999_AVENIDA MARECHAL FLORIANO PEIXOTO, 1954
PACHECO;-22,760368;-43,453712599999996;10267;CONCORRENTES;0;RUA DOUTOR THIBAU, 97;PACHECO_-22,760368_-43,453712599999996_RUA DOUTOR THIBAU, 97
PACHECO;-22,7607949;-43,450491;10268;CONCORRENTES;0;RUA GETÚLIO VARGAS, 8;PACHECO_-22,7607949_-43,450491_RUA GETÚLIO VARGAS, 8
PACHECO;-22,760884300000001;-43,447418699999993;10269;CONCORRENTES;0;RUA MINISTRO EDGARD DA COSTA, 51;PACHECO_-22,760884300000001_-43,447418699999993_RUA MINISTRO EDGARD DA COSTA, 51
PACHECO;-22,764271600000001;-43,400521599999998;10270;CONCORRENTES;0;RUA JOÃO FERNANDES NETO, 1261;PACHECO_-22,764271600000001_-43,400521599999998_RUA JOÃO FERNANDES NETO, 1261
PACHECO;-22,7720263;-43,361095900000002;10271;CONCORRENTES;0;AVENIDA AUTOMÓVEL CLUBE, 2437;PACHECO_-22,7720263_-43,361095900000002_AVENIDA AUTOMÓVEL CLUBE, 2437
PACHECO;-22,772704200000003;-43,396962300000006;10272;CONCORRENTES;0;AVENIDA PREFEITO JORGE JÚLIO COSTA DOS SANTOS, 800;PACHECO_-22,772704200000003_-43,396962300000006_AVENIDA PREFEITO JORGE JÚLIO COSTA DOS SANTOS, 800
PACHECO;-22,7727638;-42,922155500000002;10273;CONCORRENTES;0;AVENIDA PREFEITO MILTON RODRIGUES, 161;PACHECO_-22,7727638_-42,922155500000002_AVENIDA PREFEITO MILTON RODRIGUES, 161
PACHECO;-22,7740148;-43,295419299999999;10274;CONCORRENTES;0;RUA EXPEDICIONÁRIO JOSÉ AMARO, 467;PACHECO_-22,7740148_-43,295419299999999_RUA EXPEDICIONÁRIO JOSÉ AMARO, 467
PACHECO;-22,7741;-43,3987;10275;CONCORRENTES;0;AVENIDA PREFEITO JORGE JÚLIO COSTA DOS SANTOS, S/N;PACHECO_-22,7741_-43,3987_AVENIDA PREFEITO JORGE JÚLIO COSTA DOS SANTOS, S/N
PACHECO;-22,778363299999999;-43,3685489;10276;CONCORRENTES;0;AVENIDA AUTOMOVEL CLUB, 2246;PACHECO_-22,778363299999999_-43,3685489_AVENIDA AUTOMOVEL CLUB, 2246
PACHECO;-22,782588799999999;-43,430252700000004;10277;CONCORRENTES;0;RUA PARANÁ, 121;PACHECO_-22,782588799999999_-43,430252700000004_RUA PARANÁ, 121
PACHECO;-22,785327899999999;-43,430231300000003;10278;CONCORRENTES;0;RUA PREFEITO JOSÉ MONTES PAIXÃO, 1756;PACHECO_-22,785327899999999_-43,430231300000003_RUA PREFEITO JOSÉ MONTES PAIXÃO, 1756
PACHECO;-22,785533000000001;-43,309752099999997;10279;CONCORRENTES;0;AVENIDA DOUTOR PLÍNIO CASADO, 173;PACHECO_-22,785533000000001_-43,309752099999997_AVENIDA DOUTOR PLÍNIO CASADO, 173
PACHECO;-22,785934099999999;-43,5434433;10280;CONCORRENTES;0;AVENIDA ABÍLIO AUGUSTO TÁVORA, 289;PACHECO_-22,785934099999999_-43,5434433_AVENIDA ABÍLIO AUGUSTO TÁVORA, 289
PACHECO;-22,787049;-43,310747800000001;10281;CONCORRENTES;0;AVENIDA NILO PEÇANHA, 116;PACHECO_-22,787049_-43,310747800000001_AVENIDA NILO PEÇANHA, 116
PACHECO;-22,787331300000002;-43,311760800000002;10282;CONCORRENTES;0;RUA JOSÉ DE ALVARENGA, 438;PACHECO_-22,787331300000002_-43,311760800000002_RUA JOSÉ DE ALVARENGA, 438
PACHECO;-22,787467100000001;-43,313283200000001;10283;CONCORRENTES;0;AVENIDA PRESIDENTE KENNEDY, 1671;PACHECO_-22,787467100000001_-43,313283200000001_AVENIDA PRESIDENTE KENNEDY, 1671
PACHECO;-22,787507699999999;-43,311091599999997;10284;CONCORRENTES;0;RUA CANDIDO BENICIO, 1671;PACHECO_-22,787507699999999_-43,311091599999997_RUA CANDIDO BENICIO, 1671
PACHECO;-22,7894893;-43,311827599999994;10285;CONCORRENTES;0;RUA JOSÉ DE ALVARENGA, 201;PACHECO_-22,7894893_-43,311827599999994_RUA JOSÉ DE ALVARENGA, 201
PACHECO;-22,790527100000002;-43,306742000000007;10286;CONCORRENTES;0;AVENIDA PERIMETRAL BRIGADEIRO LIMA E SILVA, 2035;PACHECO_-22,790527100000002_-43,306742000000007_AVENIDA PERIMETRAL BRIGADEIRO LIMA E SILVA, 2035
PACHECO;-22,795006699999998;-43,302653900000003;10287;CONCORRENTES;0;AVENIDA PERIMETRAL BRIGADEIRO LIMA E SILVA, 916;PACHECO_-22,795006699999998_-43,302653900000003_AVENIDA PERIMETRAL BRIGADEIRO LIMA E SILVA, 916
PACHECO;-22,795917599999999;-43,351038499999994;10288;CONCORRENTES;0;R MARIA SOARES SENDAS, 111;PACHECO_-22,795917599999999_-43,351038499999994_R MARIA SOARES SENDAS, 111
PACHECO;-22,795986899999999;-43,183664299999997;10289;CONCORRENTES;0;AVENIDA PARANAPUAM, 1472;PACHECO_-22,795986899999999_-43,183664299999997_AVENIDA PARANAPUAM, 1472
PACHECO;-22,796311200000002;-43,318886300000003;10290;CONCORRENTES;0;NILO PECANHA, 64;PACHECO_-22,796311200000002_-43,318886300000003_NILO PECANHA, 64
PACHECO;-22,802549600000003;-43,371132299999999;10291;CONCORRENTES;0;R DA MATRIZ, 117;PACHECO_-22,802549600000003_-43,371132299999999_R DA MATRIZ, 117
PACHECO;-22,8029279;-43,371216699999998;10292;CONCORRENTES;0;RUA DA MATRIZ, 75;PACHECO_-22,8029279_-43,371216699999998_RUA DA MATRIZ, 75
PACHECO;-22,803974799999999;-43,373412000000002;10293;CONCORRENTES;0;AVENIDA GETÚLIO DE MOURA, 15;PACHECO_-22,803974799999999_-43,373412000000002_AVENIDA GETÚLIO DE MOURA, 15
PACHECO;-22,804474799999998;-43,204366299999997;10294;CONCORRENTES;0;ESTRADA DO GALEÃO, 2315;PACHECO_-22,804474799999998_-43,204366299999997_ESTRADA DO GALEÃO, 2315
PACHECO;-22,805229300000001;-43,366472199999997;10295;CONCORRENTES;0;RUA SARGENTO FERNANDES FONTES, 30;PACHECO_-22,805229300000001_-43,366472199999997_RUA SARGENTO FERNANDES FONTES, 30
PACHECO;-22,806096100000001;-43,210385699999996;10296;CONCORRENTES;0;RUA REPÚBLICA ÁRABE DA SÍRIA, 455;PACHECO_-22,806096100000001_-43,210385699999996_RUA REPÚBLICA ÁRABE DA SÍRIA, 455
PACHECO;-22,806445199999999;-43,181691699999988;10297;CONCORRENTES;0;RUA CAPITÃO BARBOSA, 698;PACHECO_-22,806445199999999_-43,181691699999988_RUA CAPITÃO BARBOSA, 698
PACHECO;-22,806750099999999;-42,979334600000001;10298;CONCORRENTES;0;AVENIDA ALZIRA VARGAS DO AMARAL PEIXOTO, 10;PACHECO_-22,806750099999999_-42,979334600000001_AVENIDA ALZIRA VARGAS DO AMARAL PEIXOTO, 10
PACHECO;-22,807858499999998;-43,3406588;10299;CONCORRENTES;0;RODOVIA PRESIDENTE DUTRA, 2749;PACHECO_-22,807858499999998_-43,3406588_RODOVIA PRESIDENTE DUTRA, 2749
PACHECO;-22,8078988;-43,416086299999996;10300;CONCORRENTES;0;AVENIDA GETÚLIO DE MOURA, 1555;PACHECO_-22,8078988_-43,416086299999996_AVENIDA GETÚLIO DE MOURA, 1555
PACHECO;-22,808202399999999;-43,4160957;10301;CONCORRENTES;0;ESTRADA MIRANDELA, 34;PACHECO_-22,808202399999999_-43,4160957_ESTRADA MIRANDELA, 34
PACHECO;-22,8082517;-43,197074099999988;10302;CONCORRENTES;0;ESTRADA DO GALEÃO, 1375;PACHECO_-22,8082517_-43,197074099999988_ESTRADA DO GALEÃO, 1375
PACHECO;-22,808852600000002;-43,416948200000007;10303;CONCORRENTES;0;ESTRADA MIRANDELA, 149;PACHECO_-22,808852600000002_-43,416948200000007_ESTRADA MIRANDELA, 149
PACHECO;-22,809196700000001;-43,4172254;10304;CONCORRENTES;0;AVENIDA GETÚLIO VARGAS, 1448;PACHECO_-22,809196700000001_-43,4172254_AVENIDA GETÚLIO VARGAS, 1448
PACHECO;-22,809209999999997;-43,3216568;10305;CONCORRENTES;0;RUA FRANZ LISZT, 546;PACHECO_-22,809209999999997_-43,3216568_RUA FRANZ LISZT, 546
PACHECO;-22,810010399999999;-43,014938300000004;10306;CONCORRENTES;0;RUA JUSTO BRITO SANCHES, S/N;PACHECO_-22,810010399999999_-43,014938300000004_RUA JUSTO BRITO SANCHES, S/N
PACHECO;-22,810070899999999;-43,414701600000001;10307;CONCORRENTES;0;AVENIDA GETÚLIO DE MOURA, 1275;PACHECO_-22,810070899999999_-43,414701600000001_AVENIDA GETÚLIO DE MOURA, 1275
PACHECO;-22,810738400000002;-43,421071599999998;10308;CONCORRENTES;0;ESTRADA MIRANDELA, 615;PACHECO_-22,810738400000002_-43,421071599999998_ESTRADA MIRANDELA, 615
PACHECO;-22,810951500000002;-43,189997699999999;10309;CONCORRENTES;0;ESTRADA DA CACUIÁ, 231;PACHECO_-22,810951500000002_-43,189997699999999_ESTRADA DA CACUIÁ, 231
PACHECO;-22,812404999999998;-43,198599299999991;10310;CONCORRENTES;0;R CAMBAUBA, 1187;PACHECO_-22,812404999999998_-43,198599299999991_R CAMBAUBA, 1187
PACHECO;-22,815768699999996;-43,024679599999992;10311;CONCORRENTES;0;RUA DOUTOR NILO PEÇANHA, 958;PACHECO_-22,815768699999996_-43,024679599999992_RUA DOUTOR NILO PEÇANHA, 958
PACHECO;-22,819621699999999;-43,002807300000001;10312;CONCORRENTES;0;RUA DOUTOR ALFREDO BACKER, 697;PACHECO_-22,819621699999999_-43,002807300000001_RUA DOUTOR ALFREDO BACKER, 697
PACHECO;-22,819787999999999;-43,002642700000003;10313;CONCORRENTES;0;RUA YOLANDA SAAD ABUZAID, 90;PACHECO_-22,819787999999999_-43,002642700000003_RUA YOLANDA SAAD ABUZAID, 90
PACHECO;-22,822030000000002;-42,999749999999999;10314;CONCORRENTES;0;EST RAUL VEIGA, 268;PACHECO_-22,822030000000002_-42,999749999999999_EST RAUL VEIGA, 268
PACHECO;-22,8221962;-43,0497546;10315;CONCORRENTES;0;PRAÇA CARLOS GIANELLI, 16;PACHECO_-22,8221962_-43,0497546_PRAÇA CARLOS GIANELLI, 16
PACHECO;-22,823273;-43,047018000000001;10316;CONCORRENTES;0;RUA DOUTOR FELICIANO SODRÉ, 235;PACHECO_-22,823273_-43,047018000000001_RUA DOUTOR FELICIANO SODRÉ, 235
PACHECO;-22,8232827;-43,046711799999997;10317;CONCORRENTES;0;RUA DOUTOR FELICIANO SODRÉ, 245;PACHECO_-22,8232827_-43,046711799999997_RUA DOUTOR FELICIANO SODRÉ, 245
PACHECO;-22,824148300000001;-43,047910199999997;10318;CONCORRENTES;0;RUA DOUTOR FELICIANO SODRÉ, 164;PACHECO_-22,824148300000001_-43,047910199999997_RUA DOUTOR FELICIANO SODRÉ, 164
PACHECO;-22,824762100000001;-43,0494275;10319;CONCORRENTES;0;RUA DOUTOR FELICIANO SODRÉ, 119;PACHECO_-22,824762100000001_-43,0494275_RUA DOUTOR FELICIANO SODRÉ, 119
PACHECO;-22,825608599999999;-43,010756399999998;10320;CONCORRENTES;0;AVENIDA JORNALISTA ROBERTO MARINHO, 2231;PACHECO_-22,825608599999999_-43,010756399999998_AVENIDA JORNALISTA ROBERTO MARINHO, 2231
PACHECO;-22,827185099999998;-43,316339199999987;10321;CONCORRENTES;0;EST DA AGUA GRANDE, 781;PACHECO_-22,827185099999998_-43,316339199999987_EST DA AGUA GRANDE, 781
PACHECO;-22,827185100000001;-43,316339199999987;10322;CONCORRENTES;0;EST DA AGUA GRANDE, 1158;PACHECO_-22,827185100000001_-43,316339199999987_EST DA AGUA GRANDE, 1158
PACHECO;-22,827689400000001;-43,019867800000007;10323;CONCORRENTES;0;AVENIDA JOSÉ MENDONÇA DE CAMPOS, 1262;PACHECO_-22,827689400000001_-43,019867800000007_AVENIDA JOSÉ MENDONÇA DE CAMPOS, 1262
PACHECO;-22,8302616;-43,092536799999998;10324;CONCORRENTES;0;RUA DOUTOR ALFREDO BACKER, 704;PACHECO_-22,8302616_-43,092536799999998_RUA DOUTOR ALFREDO BACKER, 704
PACHECO;-22,833410799999999;-43,078700300000001;10325;CONCORRENTES;0;RUA FRANCISCO PORTELA, 78;PACHECO_-22,833410799999999_-43,078700300000001_RUA FRANCISCO PORTELA, 78
PACHECO;-22,833514999999995;-43,327471500000001;10326;CONCORRENTES;0;AVENIDA MONSENHOR FÉLIX, 1154;PACHECO_-22,833514999999995_-43,327471500000001_AVENIDA MONSENHOR FÉLIX, 1154
PACHECO;-22,835365400000001;-43,2813619;10327;CONCORRENTES;0;AVENIDA BRAZ DE PINA, 150;PACHECO_-22,835365400000001_-43,2813619_AVENIDA BRAZ DE PINA, 150
PACHECO;-22,8375083;-42,102541000000002;10328;CONCORRENTES;0;R DR FELICIANO SODRE, 19;PACHECO_-22,8375083_-42,102541000000002_R DR FELICIANO SODRE, 19
PACHECO;-22,838611400000001;-43,311544599999998;10329;CONCORRENTES;0;AVENIDA MERITI, 2445;PACHECO_-22,838611400000001_-43,311544599999998_AVENIDA MERITI, 2445
PACHECO;-22,838862899999999;-43,295812300000001;10330;CONCORRENTES;0;AVENIDA BRAZ DE PINA, 874;PACHECO_-22,838862899999999_-43,295812300000001_AVENIDA BRAZ DE PINA, 874
PACHECO;-22,8397282;-43,311601199999998;10331;CONCORRENTES;0;AVENIDA BRAZ DE PINA, 1535;PACHECO_-22,8397282_-43,311601199999998_AVENIDA BRAZ DE PINA, 1535
PACHECO;-22,839848799999999;-43,3039402;10332;CONCORRENTES;0;RUA TOMÁS LÓPES, 881;PACHECO_-22,839848799999999_-43,3039402_RUA TOMÁS LÓPES, 881
PACHECO;-22,840010299999999;-43,2780214;10333;CONCORRENTES;0;RUA NICARÁGUA, 250;PACHECO_-22,840010299999999_-43,2780214_RUA NICARÁGUA, 250
PACHECO;-22,840556400000001;-42,223127300000009;10334;CONCORRENTES;0;RODOVIA AMARAL PEIXOTO, 2289;PACHECO_-22,840556400000001_-42,223127300000009_RODOVIA AMARAL PEIXOTO, 2289
